Custid,Dayswus_mm,Freq_mm,Recency_mm,LTV_mm,value_labels,Dryred_dec,Sweetred_dec,Drywh_dec,Sweetwh_dec,Dessert_dec,Exotic_dec,labels,wine_labels,Freq,Recency,Monetary,Frequency_Rank,Recency_Rank,Monetary_Rank,RFM_Ave,wine_letters,merged_labels
5569,0.3742857142857142,0.03773584905660378,0.11839708561020036,0.09910414333706608,0,0.79,0.0,0.18,0.02,0.01,0.08,10,0,3.0,65.0,46.0,1,2,1,1.3333333333333333,A,0A
7790,0.68,0.4339622641509434,0.018214936247723135,0.26539753639417696,2,0.8,0.01,0.17,0.01,0.0,0.01,10,0,24.0,10.0,1079.0,4,5,4,4.333333333333333,A,2A
6610,0.9357142857142858,0.3962264150943396,0.04371584699453552,0.2670772676371781,1,0.49,0.12,0.27,0.09,0.03,0.04,7,0,22.0,24.0,947.0,4,4,4,4.0,A,1A
8186,0.7071428571428572,0.5471698113207547,0.04371584699453552,0.4764837625979843,2,0.7,0.04,0.22,0.02,0.02,0.02,10,0,30.0,24.0,1472.0,5,4,5,4.666666666666667,A,2A
9163,0.19571428571428573,0.2641509433962264,0.15846994535519127,0.19932810750279956,0,0.4,0.05,0.46,0.08,0.02,0.1,8,0,15.0,87.0,539.0,3,1,3,2.3333333333333335,A,0A
5216,0.7485714285714286,0.6792452830188679,0.04553734061930783,0.5055991041433371,2,0.17,0.12,0.3,0.4,0.01,0.07,16,1,37.0,25.0,1914.0,5,4,5,4.666666666666667,B,2B
6206,0.7285714285714285,0.1509433962264151,0.16757741347905283,0.07334826427771557,1,0.7,0.02,0.27,0.0,0.01,0.43,2,2,9.0,92.0,254.0,3,1,3,2.3333333333333335,C,1C
6955,0.5028571428571428,0.22641509433962265,0.1766848816029144,0.1629339305711086,1,0.28,0.17,0.23,0.16,0.16,0.18,14,1,13.0,97.0,440.0,3,1,3,2.3333333333333335,B,1B
3924,0.2699999999999999,0.07547169811320754,0.03825136612021858,0.10246360582306831,0,0.31,0.04,0.45,0.13,0.06,0.16,6,0,5.0,21.0,120.0,2,4,2,2.6666666666666665,A,0A
3231,0.38,0.3584905660377358,0.030965391621129327,0.12877939529675253,3,0.81,0.0,0.18,0.0,0.0,0.01,10,0,20.0,17.0,840.0,4,5,4,4.333333333333333,A,3A
7523,0.7257142857142856,0.11320754716981132,0.01092896174863388,0.11366181410974244,1,0.9,0.0,0.09,0.0,0.0,0.12,4,2,7.0,6.0,188.0,2,5,2,3.0,C,1C
10299,0.34571428571428575,0.32075471698113206,0.0018214936247723133,0.22396416573348266,3,0.39,0.0,0.33,0.25,0.03,0.07,7,0,18.0,1.0,702.0,4,5,4,4.333333333333333,A,3A
4850,0.9814285714285714,0.4716981132075472,0.08925318761384335,0.28107502799552075,2,0.56,0.06,0.31,0.03,0.04,0.3,17,1,26.0,49.0,1220.0,4,3,4,3.6666666666666665,B,2B
6259,0.20857142857142863,0.09433962264150944,0.12386156648451731,0.08902575587905935,0,0.68,0.02,0.2,0.07,0.03,0.11,1,2,6.0,68.0,152.0,2,2,2,2.0,C,0C
10331,0.88,0.16981132075471697,0.14754098360655737,0.07726763717805152,1,0.46,0.0,0.38,0.13,0.02,0.12,8,0,10.0,81.0,302.0,3,1,3,2.3333333333333335,A,1A
9736,0.67,0.11320754716981132,0.15482695810564662,0.07334826427771557,1,0.78,0.01,0.18,0.01,0.02,0.05,10,0,7.0,85.0,187.0,2,1,2,1.6666666666666667,A,1A
7940,0.43571428571428583,0.16981132075471697,0.08378870673952642,0.1606942889137738,1,0.4,0.09,0.33,0.04,0.14,0.19,7,0,10.0,46.0,300.0,3,3,3,3.0,A,1A
6102,0.17428571428571427,0.018867924528301886,0.1366120218579235,0.10526315789473685,0,0.35,0.09,0.17,0.28,0.11,0.05,7,0,2.0,75.0,41.0,1,2,1,1.3333333333333333,A,0A
9254,0.07714285714285718,0.49056603773584906,0.14207650273224043,0.3762597984322509,3,0.26,0.12,0.46,0.09,0.06,0.01,6,0,27.0,78.0,1268.0,4,2,4,3.3333333333333335,A,3A
5949,0.1428571428571429,0.0,0.07650273224043716,0.1019036954087346,0,0.45,0.11,0.35,0.01,0.08,0.14,8,0,1.0,42.0,19.0,1,3,1,1.6666666666666667,A,0A
4970,0.7828571428571428,0.1509433962264151,0.15300546448087432,0.10358342665173573,1,0.1,0.28,0.17,0.23,0.21,0.34,5,2,9.0,84.0,262.0,3,1,3,2.3333333333333335,C,1C
9937,0.36571428571428577,0.07547169811320754,0.060109289617486336,0.1019036954087346,0,0.57,0.03,0.33,0.06,0.02,0.51,2,2,5.0,33.0,117.0,2,4,2,2.6666666666666665,C,0C
8346,0.8142857142857144,0.7547169811320754,0.07468123861566485,0.5089585666293394,2,0.48,0.04,0.44,0.02,0.02,0.02,8,0,41.0,41.0,2170.0,5,3,5,4.333333333333333,A,2A
8064,0.9014285714285714,0.07547169811320754,0.16393442622950818,0.09630459126539753,1,0.06,0.18,0.16,0.59,0.01,0.39,5,2,5.0,90.0,64.0,2,1,2,1.6666666666666667,C,1C
1232,0.2400000000000001,0.018867924528301886,0.1384335154826958,0.09742441209406495,0,0.68,0.02,0.28,0.0,0.02,0.23,17,1,2.0,76.0,17.0,1,2,1,1.3333333333333333,B,0B
8098,0.5000000000000001,0.16981132075471697,0.10018214936247723,0.12430011198208286,1,0.85,0.0,0.12,0.01,0.01,0.03,4,2,10.0,55.0,302.0,3,3,3,3.0,C,1C
1102,0.5528571428571428,0.33962264150943394,0.052823315118397086,0.26539753639417696,1,0.24,0.12,0.42,0.18,0.04,0.04,0,2,19.0,29.0,780.0,4,4,4,4.0,C,1C
3911,0.7471428571428572,0.5660377358490566,0.06739526411657559,0.42105263157894735,2,0.55,0.06,0.3,0.04,0.05,0.01,13,1,31.0,37.0,1534.0,5,4,5,4.666666666666667,B,2B
10579,0.4900000000000001,0.018867924528301886,0.14571948998178508,0.09798432250839866,1,0.64,0.01,0.34,0.0,0.01,0.05,1,2,2.0,80.0,27.0,1,2,1,1.3333333333333333,C,1C
9518,0.7842857142857144,0.8113207547169811,0.10200364298724954,0.5072788353863382,2,0.73,0.01,0.21,0.03,0.02,0.01,10,0,44.0,56.0,2348.0,5,3,5,4.333333333333333,A,2A
3544,0.4742857142857143,0.2641509433962264,0.13296903460837886,0.21612541993281076,1,0.5,0.21,0.07,0.01,0.2,0.09,7,0,15.0,73.0,543.0,3,2,3,2.6666666666666665,A,1A
1576,0.3928571428571429,0.33962264150943394,0.0018214936247723133,0.18477043673012317,3,0.18,0.42,0.11,0.16,0.13,0.06,14,1,19.0,1.0,778.0,4,5,4,4.333333333333333,B,3B
4543,0.23142857142857143,0.07547169811320754,0.15664845173041894,0.09630459126539753,0,0.1,0.14,0.4,0.03,0.33,0.46,11,0,5.0,86.0,37.0,2,1,1,1.3333333333333333,A,0A
3103,0.021428571428571463,0.018867924528301886,0.10382513661202186,0.1019036954087346,0,0.37,0.12,0.26,0.16,0.09,0.15,7,0,2.0,57.0,27.0,1,3,1,1.6666666666666667,A,0A
3148,0.8442857142857142,0.8867924528301887,0.12386156648451731,0.9372900335946248,2,0.53,0.02,0.37,0.04,0.04,0.02,13,1,48.0,68.0,2588.0,5,2,5,4.0,B,2B
2963,0.8428571428571429,0.4150943396226415,0.12932604735883424,0.1842105263157895,2,0.76,0.03,0.16,0.0,0.05,0.12,10,0,23.0,71.0,1023.0,4,2,4,3.3333333333333335,A,2A
3340,0.9457142857142856,0.3962264150943396,0.1621129326047359,0.20268756998880177,1,0.41,0.12,0.31,0.13,0.03,0.15,7,0,22.0,89.0,957.0,4,1,4,3.0,A,1A
3010,0.7300000000000001,0.2830188679245283,0.04007285974499089,0.251959686450168,1,0.18,0.01,0.53,0.03,0.25,0.14,6,0,16.0,22.0,595.0,3,4,3,3.3333333333333335,A,1A
1899,0.17714285714285716,0.07547169811320754,0.07650273224043716,0.1103023516237402,0,0.38,0.15,0.28,0.09,0.1,0.06,7,0,5.0,42.0,92.0,2,3,2,2.3333333333333335,A,0A
4033,0.9128571428571429,0.1320754716981132,0.15664845173041894,0.1187010078387458,1,0.2,0.03,0.38,0.2,0.19,0.07,0,2,8.0,86.0,222.0,2,1,2,1.6666666666666667,C,1C
3752,0.38428571428571423,0.33962264150943394,0.1621129326047359,0.24748040313549832,3,0.72,0.01,0.25,0.01,0.01,0.3,3,2,19.0,89.0,765.0,4,1,4,3.0,C,3C
5244,0.33571428571428574,0.33962264150943394,0.025500910746812384,0.18365061590145576,3,0.27,0.21,0.27,0.04,0.21,0.47,15,1,19.0,14.0,776.0,4,5,4,4.333333333333333,B,3B
9192,0.9071428571428571,0.05660377358490566,0.05100182149362477,0.0923852183650616,1,0.64,0.02,0.32,0.0,0.02,0.05,1,2,4.0,28.0,60.0,1,4,2,2.3333333333333335,C,1C
4402,0.9400000000000001,0.7547169811320754,0.10746812386156648,0.6780515117581187,2,0.54,0.0,0.36,0.04,0.06,0.12,13,1,41.0,59.0,2164.0,5,3,5,4.333333333333333,B,2B
1430,0.005714285714285783,0.018867924528301886,0.12932604735883424,0.09966405375139978,0,0.22,0.04,0.22,0.19,0.33,0.58,5,2,2.0,71.0,21.0,1,2,1,1.3333333333333333,C,0C
10251,0.4457142857142856,0.018867924528301886,0.1621129326047359,0.10246360582306831,0,0.04,0.41,0.14,0.37,0.05,0.44,5,2,2.0,89.0,36.0,1,1,1,1.0,C,0C
2587,0.06857142857142862,0.4716981132075472,0.12750455373406194,0.3404255319148936,3,0.29,0.05,0.47,0.07,0.11,0.12,6,0,26.0,70.0,1210.0,4,2,4,3.3333333333333335,A,3A
5509,0.6614285714285714,0.11320754716981132,0.09289617486338798,0.07670772676371782,1,0.83,0.0,0.13,0.0,0.04,0.33,3,2,7.0,51.0,188.0,2,3,2,2.3333333333333335,C,1C
3940,0.8014285714285715,0.16981132075471697,0.1657559198542805,0.13717805151175813,1,0.85,0.01,0.11,0.02,0.01,0.49,3,2,10.0,91.0,302.0,3,1,3,2.3333333333333335,C,1C
3163,0.9271428571428572,0.5094339622641509,0.1621129326047359,0.44120940649496077,2,0.65,0.05,0.26,0.04,0.01,0.02,1,2,28.0,89.0,1344.0,5,1,5,3.6666666666666665,C,2C
1637,0.8085714285714286,0.16981132075471697,0.020036429872495445,0.1265397536394177,1,0.34,0.22,0.27,0.17,0.0,0.37,12,1,10.0,11.0,295.0,3,5,3,3.6666666666666665,B,1B
7273,0.0071428571428571175,0.1320754716981132,0.06375227686703097,0.12821948488241883,0,0.73,0.01,0.24,0.01,0.01,0.12,10,0,8.0,35.0,220.0,2,4,2,2.6666666666666665,A,0A
5434,0.28714285714285726,0.018867924528301886,0.151183970856102,0.09798432250839866,0,0.16,0.15,0.29,0.35,0.05,0.71,5,2,2.0,83.0,27.0,1,1,1,1.0,C,0C
7759,0.20571428571428574,0.11320754716981132,0.020036429872495445,0.14557670772676373,0,0.61,0.03,0.3,0.04,0.02,0.03,1,2,7.0,11.0,182.0,2,5,2,3.0,C,0C
6112,0.6242857142857142,0.49056603773584906,0.04553734061930783,0.35386338185890254,2,0.71,0.09,0.11,0.04,0.05,0.07,10,0,27.0,25.0,1272.0,4,4,4,4.0,A,2A
8911,0.16428571428571426,0.24528301886792453,0.052823315118397086,0.21948488241881298,0,0.16,0.16,0.51,0.02,0.15,0.03,6,0,14.0,29.0,484.0,3,4,3,3.3333333333333335,A,0A
2198,0.2857142857142857,0.018867924528301886,0.01639344262295082,0.09910414333706608,0,0.37,0.08,0.48,0.02,0.05,0.35,12,1,2.0,9.0,40.0,1,5,1,2.3333333333333335,B,0B
8345,0.18428571428571427,0.05660377358490566,0.11475409836065574,0.10358342665173573,0,0.26,0.21,0.22,0.09,0.22,0.44,5,2,4.0,63.0,89.0,1,2,2,1.6666666666666667,C,0C
10403,0.7685714285714286,0.018867924528301886,0.122040072859745,0.09686450167973125,1,0.26,0.21,0.38,0.08,0.07,0.58,15,1,2.0,67.0,35.0,1,2,1,1.3333333333333333,B,1B
3299,0.962857142857143,0.11320754716981132,0.151183970856102,0.08622620380739082,1,0.76,0.01,0.19,0.02,0.01,0.07,10,0,7.0,83.0,186.0,2,1,2,1.6666666666666667,A,1A
5785,0.4314285714285714,0.5849056603773585,0.11839708561020036,0.44736842105263164,3,0.36,0.03,0.47,0.06,0.07,0.1,8,0,32.0,65.0,1602.0,5,2,5,4.0,A,3A
6883,0.7114285714285714,0.24528301886792453,0.1621129326047359,0.12150055991041434,1,0.42,0.07,0.39,0.07,0.04,0.01,8,0,14.0,89.0,489.0,3,1,3,2.3333333333333335,A,1A
9259,0.14428571428571435,0.018867924528301886,0.018214936247723135,0.09854423292273236,0,0.31,0.06,0.3,0.17,0.16,0.23,12,1,2.0,10.0,18.0,1,5,1,2.3333333333333335,B,0B
5168,0.5214285714285715,0.5283018867924528,0.1366120218579235,0.5240761478163494,2,0.43,0.02,0.48,0.05,0.02,0.02,8,0,29.0,75.0,1405.0,5,2,5,4.0,A,2A
6515,0.46285714285714297,0.16981132075471697,0.0965391621129326,0.14109742441209405,1,0.45,0.04,0.4,0.07,0.04,0.12,8,0,10.0,53.0,294.0,3,3,3,3.0,A,1A
3929,0.6942857142857143,0.7735849056603773,0.03642987249544627,0.6058230683090705,2,0.35,0.08,0.31,0.14,0.12,0.02,7,0,42.0,20.0,2225.0,5,5,5,5.0,A,2A
5839,0.5514285714285715,0.4339622641509434,0.01092896174863388,0.27043673012318026,3,0.46,0.18,0.26,0.01,0.1,0.05,7,0,24.0,6.0,1088.0,4,5,4,4.333333333333333,A,3A
9800,0.24714285714285722,0.05660377358490566,0.14571948998178508,0.09686450167973125,0,0.56,0.04,0.35,0.03,0.02,0.13,13,1,4.0,80.0,43.0,1,2,1,1.3333333333333333,B,0B
5837,0.6614285714285714,0.7358490566037735,0.07468123861566485,0.8012318029115342,2,0.84,0.03,0.1,0.01,0.02,0.02,4,2,40.0,41.0,2102.0,5,3,5,4.333333333333333,C,2C
7366,0.18000000000000005,0.03773584905660378,0.11475409836065574,0.09742441209406495,0,0.09,0.23,0.22,0.17,0.29,0.21,11,0,3.0,63.0,28.0,1,2,1,1.3333333333333333,A,0A
2860,0.5742857142857144,0.32075471698113206,0.061930783242258654,0.22564389697648377,1,0.79,0.03,0.11,0.03,0.04,0.13,10,0,18.0,34.0,704.0,4,4,4,4.0,A,1A
3175,0.18428571428571427,0.2641509433962264,0.1785063752276867,0.2648376259798432,3,0.73,0.04,0.19,0.01,0.03,0.05,10,0,15.0,98.0,534.0,3,1,3,2.3333333333333335,A,3A
4960,0.15000000000000002,0.03773584905660378,0.061930783242258654,0.09686450167973125,0,0.46,0.11,0.23,0.1,0.09,0.38,12,1,3.0,34.0,45.0,1,4,1,2.0,B,0B
5537,0.14,0.018867924528301886,0.12568306010928962,0.09966405375139978,0,0.51,0.08,0.35,0.0,0.06,0.15,13,1,2.0,69.0,30.0,1,2,1,1.3333333333333333,B,0B
2904,0.5042857142857143,0.4528301886792453,0.1092896174863388,0.3079507278835386,3,0.74,0.0,0.17,0.06,0.03,0.22,3,2,25.0,60.0,1147.0,4,3,4,3.6666666666666665,C,3C
3886,0.09571428571428575,0.1320754716981132,0.0273224043715847,0.13325867861142218,0,0.81,0.0,0.18,0.0,0.0,0.15,10,0,8.0,15.0,221.0,2,5,2,3.0,A,0A
2499,0.36571428571428577,0.3773584905660377,0.058287795992714025,0.19092945128779396,3,0.67,0.05,0.19,0.09,0.01,0.05,1,2,21.0,32.0,890.0,4,4,4,4.0,C,3C
10302,0.19000000000000006,0.16981132075471697,0.122040072859745,0.1438969764837626,0,0.72,0.03,0.2,0.03,0.02,0.48,2,2,10.0,67.0,300.0,3,2,3,2.6666666666666665,C,0C
4030,0.6642857142857143,0.33962264150943394,0.151183970856102,0.18924972004479285,1,0.78,0.02,0.14,0.01,0.06,0.13,10,0,19.0,83.0,761.0,4,1,4,3.0,A,1A
4536,0.38,0.6037735849056604,0.014571948998178506,0.4048152295632699,3,0.19,0.14,0.34,0.23,0.1,0.04,0,2,33.0,8.0,1668.0,5,5,5,5.0,C,3C
3284,0.7157142857142856,0.09433962264150944,0.11293260473588343,0.09686450167973125,1,0.34,0.08,0.33,0.02,0.24,0.36,12,1,6.0,62.0,154.0,2,2,2,2.0,B,1B
4041,0.1171428571428571,0.05660377358490566,0.0,0.1007838745800672,0,0.12,0.29,0.43,0.15,0.01,0.61,15,1,4.0,0.0,56.0,1,5,1,2.3333333333333335,B,0B
4335,0.23285714285714276,0.32075471698113206,0.06375227686703097,0.29619260918253076,3,0.77,0.0,0.19,0.02,0.02,0.05,10,0,18.0,35.0,709.0,4,4,4,4.0,A,3A
4782,0.7100000000000001,0.24528301886792453,0.00546448087431694,0.09630459126539753,1,0.52,0.0,0.43,0.02,0.03,0.01,13,1,14.0,3.0,497.0,3,5,3,3.6666666666666665,B,1B
9291,0.8214285714285715,0.7924528301886792,0.16939890710382513,0.6713325867861142,2,0.35,0.04,0.48,0.07,0.06,0.0,8,0,43.0,93.0,2286.0,5,1,5,3.6666666666666665,A,2A
1604,0.9271428571428572,0.05660377358490566,0.1785063752276867,0.08062709966405375,1,0.63,0.05,0.26,0.06,0.0,0.22,17,1,4.0,98.0,92.0,1,1,2,1.3333333333333333,B,1B
9549,0.7614285714285715,0.2641509433962264,0.007285974499089253,0.22620380739081747,1,0.43,0.03,0.43,0.05,0.06,0.04,8,0,15.0,4.0,548.0,3,5,3,3.6666666666666665,A,1A
5264,0.4842857142857143,0.6226415094339622,0.0692167577413479,0.4479283314669653,2,0.14,0.22,0.48,0.01,0.15,0.24,9,0,34.0,38.0,1727.0,5,4,5,4.666666666666667,A,2A
10609,0.03857142857142859,0.05660377358490566,0.1111111111111111,0.09910414333706608,0,0.04,0.37,0.13,0.26,0.21,0.68,18,1,4.0,61.0,37.0,1,2,1,1.3333333333333333,B,0B
1059,0.58,0.24528301886792453,0.12568306010928962,0.15733482642777155,1,0.88,0.0,0.1,0.01,0.01,0.15,4,2,14.0,69.0,493.0,3,2,3,2.6666666666666665,C,1C
7515,0.2528571428571428,0.49056603773584906,0.058287795992714025,0.5083986562150056,3,0.54,0.03,0.33,0.06,0.04,0.02,13,1,27.0,32.0,1268.0,4,4,4,4.0,B,3B
4875,0.8171428571428571,0.018867924528301886,0.1384335154826958,0.09966405375139978,1,0.21,0.12,0.39,0.13,0.15,0.07,0,2,2.0,76.0,41.0,1,2,1,1.3333333333333333,C,1C
7773,0.7814285714285715,0.5660377358490566,0.1657559198542805,0.4087346024636058,2,0.42,0.22,0.32,0.02,0.02,0.09,7,0,31.0,91.0,1536.0,5,1,5,3.6666666666666665,A,2A
6705,0.33285714285714285,0.660377358490566,0.14571948998178508,0.4501679731243001,3,0.16,0.13,0.44,0.2,0.07,0.1,0,2,36.0,80.0,1857.0,5,2,5,4.0,C,3C
6493,0.28428571428571436,0.2641509433962264,0.17122040072859745,0.14501679731243,0,0.68,0.03,0.25,0.03,0.01,0.05,1,2,15.0,94.0,536.0,3,1,3,2.3333333333333335,C,0C
4719,0.10999999999999999,0.3018867924528302,0.0036429872495446266,0.22732362821948487,3,0.23,0.02,0.5,0.13,0.12,0.26,9,0,17.0,2.0,650.0,3,5,3,3.6666666666666665,A,3A
9904,0.2014285714285714,0.7169811320754716,0.00546448087431694,0.5929451287793953,3,0.3,0.02,0.54,0.06,0.08,0.04,6,0,39.0,3.0,2040.0,5,5,5,5.0,A,3A
10370,0.7057142857142856,0.2641509433962264,0.10382513661202186,0.187010078387458,1,0.78,0.01,0.19,0.01,0.01,0.14,10,0,15.0,57.0,545.0,3,3,3,3.0,A,1A
6439,0.25428571428571434,0.24528301886792453,0.1366120218579235,0.17917133258678614,0,0.39,0.17,0.31,0.04,0.09,0.19,7,0,14.0,75.0,482.0,3,2,3,2.6666666666666665,A,0A
7135,0.3642857142857142,0.018867924528301886,0.01639344262295082,0.09630459126539753,0,0.4,0.13,0.17,0.14,0.16,0.19,7,0,2.0,9.0,34.0,1,5,1,2.3333333333333335,A,0A
3531,0.12142857142857144,0.018867924528301886,0.14389799635701275,0.09686450167973125,0,0.16,0.19,0.34,0.09,0.21,0.71,15,1,2.0,79.0,13.0,1,2,1,1.3333333333333333,B,0B
2099,0.49571428571428566,0.05660377358490566,0.18032786885245902,0.1007838745800672,1,0.11,0.34,0.26,0.01,0.28,0.51,18,1,4.0,99.0,51.0,1,1,1,1.0,B,1B
5348,0.46571428571428564,0.03773584905660378,0.12386156648451731,0.09686450167973125,0,0.2,0.03,0.34,0.25,0.18,0.54,5,2,3.0,68.0,40.0,1,2,1,1.3333333333333333,C,0C
3850,0.1657142857142857,0.4528301886792453,0.15482695810564662,0.3678611422172452,3,0.59,0.01,0.35,0.01,0.04,0.01,13,1,25.0,85.0,1145.0,4,1,4,3.0,B,3B
3379,0.4485714285714285,0.5849056603773585,0.030965391621129327,0.5307950727883539,2,0.62,0.05,0.28,0.02,0.03,0.05,1,2,32.0,17.0,1599.0,5,5,5,5.0,C,2C
7088,0.01571428571428568,0.18867924528301885,0.07103825136612021,0.13213885778275475,0,0.76,0.04,0.17,0.02,0.01,0.01,10,0,11.0,39.0,343.0,3,4,3,3.3333333333333335,A,0A
2452,0.0,0.03773584905660378,0.0018214936247723133,0.09574468085106383,0,0.64,0.02,0.29,0.02,0.03,0.13,1,2,3.0,1.0,43.0,1,5,1,2.3333333333333335,C,0C
1526,0.9742857142857143,0.3018867924528302,0.08925318761384335,0.1618141097424412,1,0.54,0.07,0.26,0.1,0.04,0.81,2,2,17.0,49.0,658.0,3,3,4,3.3333333333333335,C,1C
6251,0.5785714285714286,0.05660377358490566,0.04189435336976321,0.09574468085106383,1,0.06,0.19,0.23,0.2,0.32,0.51,5,2,4.0,23.0,46.0,1,4,1,2.0,C,1C
3583,0.43714285714285717,0.018867924528301886,0.06557377049180328,0.09798432250839866,0,0.58,0.08,0.23,0.05,0.06,0.09,1,2,2.0,36.0,27.0,1,4,1,2.0,C,0C
1603,0.40714285714285714,0.03773584905660378,0.056466302367941715,0.1013437849944009,0,0.37,0.05,0.48,0.06,0.04,0.39,12,1,3.0,31.0,48.0,1,4,1,2.0,B,0B
6413,0.23285714285714276,0.24528301886792453,0.06739526411657559,0.19148936170212766,0,0.73,0.03,0.18,0.05,0.01,0.08,10,0,14.0,37.0,484.0,3,4,3,3.3333333333333335,A,0A
6645,0.49142857142857144,0.018867924528301886,0.030965391621129327,0.09630459126539753,0,0.62,0.05,0.3,0.01,0.02,0.12,1,2,2.0,17.0,31.0,1,5,1,2.3333333333333335,C,0C
5830,0.62,0.05660377358490566,0.04007285974499089,0.1013437849944009,1,0.81,0.0,0.16,0.01,0.02,0.1,10,0,4.0,22.0,51.0,1,4,1,2.0,A,1A
5619,0.952857142857143,0.1509433962264151,0.04553734061930783,0.10582306830907055,1,0.06,0.09,0.52,0.32,0.01,0.08,16,1,9.0,25.0,258.0,3,4,3,3.3333333333333335,B,1B
4046,0.4971428571428572,0.2641509433962264,0.08925318761384335,0.20828667413213886,1,0.62,0.0,0.28,0.08,0.02,0.08,1,2,15.0,49.0,549.0,3,3,3,3.0,C,1C
8022,0.39,0.4339622641509434,0.12386156648451731,0.25083986562150057,3,0.58,0.06,0.26,0.05,0.05,0.08,1,2,24.0,68.0,1091.0,4,2,4,3.3333333333333335,C,3C
9844,0.42000000000000004,0.3773584905660377,0.0018214936247723133,0.2687569988801792,3,0.62,0.07,0.28,0.0,0.03,0.03,1,2,21.0,1.0,889.0,4,5,4,4.333333333333333,C,3C
2303,0.010000000000000009,0.5283018867924528,0.11657559198542805,0.5537513997760358,3,0.22,0.17,0.3,0.25,0.06,0.05,16,1,29.0,64.0,1403.0,5,2,5,4.0,B,3B
8894,0.3628571428571429,0.6037735849056604,0.08196721311475409,0.4764837625979843,3,0.36,0.03,0.43,0.17,0.01,0.02,8,0,33.0,45.0,1668.0,5,3,5,4.333333333333333,A,3A
3524,0.27714285714285725,0.07547169811320754,0.0692167577413479,0.10414333706606943,0,0.13,0.16,0.38,0.0,0.33,0.21,11,0,5.0,38.0,119.0,2,4,2,2.6666666666666665,A,0A
1457,0.9342857142857143,0.03773584905660378,0.11293260473588343,0.09574468085106383,1,0.44,0.05,0.41,0.04,0.06,0.11,8,0,3.0,62.0,64.0,1,2,2,1.6666666666666667,A,1A
3784,0.27428571428571435,0.1509433962264151,0.11475409836065574,0.11926091825307951,0,0.9,0.0,0.09,0.0,0.0,0.16,4,2,9.0,63.0,254.0,3,2,3,2.6666666666666665,C,0C
6668,0.5771428571428571,0.07547169811320754,0.012750455373406192,0.08902575587905935,1,0.78,0.02,0.16,0.01,0.02,0.06,10,0,5.0,7.0,71.0,2,5,2,3.0,A,1A
2621,0.4342857142857143,0.5094339622641509,0.03825136612021858,0.36674132138857785,2,0.43,0.03,0.43,0.08,0.03,0.02,8,0,28.0,21.0,1347.0,5,4,5,4.666666666666667,A,2A
4126,0.24285714285714277,0.03773584905660378,0.1092896174863388,0.1007838745800672,0,0.47,0.05,0.21,0.12,0.15,0.21,7,0,3.0,60.0,53.0,1,3,1,1.6666666666666667,A,0A
7844,0.0014285714285714457,0.32075471698113206,0.03825136612021858,0.21836506159014557,3,0.19,0.12,0.57,0.07,0.05,0.1,6,0,18.0,21.0,710.0,4,4,4,4.0,A,3A
9243,0.7171428571428572,0.03773584905660378,0.1092896174863388,0.0940649496080627,1,0.46,0.01,0.41,0.08,0.04,0.15,8,0,3.0,60.0,28.0,1,3,1,1.6666666666666667,A,1A
4906,0.6428571428571429,0.3018867924528302,0.16029143897996356,0.19876819708846585,1,0.87,0.01,0.1,0.0,0.01,0.03,4,2,17.0,88.0,650.0,3,1,3,2.3333333333333335,C,1C
1636,0.18000000000000005,0.8490566037735848,0.16757741347905283,0.9244120940649496,3,0.56,0.05,0.26,0.11,0.02,0.02,1,2,46.0,92.0,2470.0,5,1,5,3.6666666666666665,C,3C
6057,0.3871428571428571,0.1320754716981132,0.11293260473588343,0.12989921612541994,0,0.83,0.01,0.15,0.0,0.0,0.15,4,2,8.0,62.0,220.0,2,2,2,2.0,C,0C
4649,0.6728571428571429,0.07547169811320754,0.056466302367941715,0.09182530795072788,1,0.64,0.01,0.32,0.0,0.03,0.27,17,1,5.0,31.0,117.0,2,4,2,2.6666666666666665,B,1B
10620,0.6114285714285715,0.20754716981132076,0.13479052823315119,0.15453527435610304,1,0.56,0.01,0.31,0.03,0.08,0.09,13,1,12.0,74.0,389.0,3,2,3,2.6666666666666665,B,1B
5360,0.2857142857142857,0.05660377358490566,0.15664845173041894,0.1007838745800672,0,0.36,0.06,0.49,0.01,0.08,0.24,8,0,4.0,86.0,63.0,1,1,2,1.3333333333333333,A,0A
1120,0.14142857142857146,0.018867924528301886,0.020036429872495445,0.1019036954087346,0,0.6,0.01,0.33,0.03,0.04,0.06,13,1,2.0,11.0,42.0,1,5,1,2.3333333333333335,B,0B
3600,0.12,0.0,0.10382513661202186,0.09742441209406495,0,0.45,0.16,0.31,0.03,0.05,0.38,12,1,1.0,57.0,15.0,1,3,1,1.6666666666666667,B,0B
6280,0.9985714285714286,0.03773584905660378,0.17304189435336975,0.09686450167973125,1,0.14,0.05,0.17,0.44,0.19,0.88,18,1,3.0,95.0,49.0,1,1,1,1.0,B,1B
4616,0.3028571428571428,0.09433962264150944,0.08743169398907104,0.083986562150056,0,0.65,0.08,0.24,0.0,0.03,0.05,1,2,6.0,48.0,147.0,2,3,2,2.3333333333333335,C,0C
5989,0.7828571428571428,0.018867924528301886,0.14025500910746813,0.1019036954087346,1,0.18,0.04,0.2,0.46,0.12,0.54,5,2,2.0,77.0,37.0,1,2,1,1.3333333333333333,C,1C
